,PLAN_BEZ,STRASSE1,ORTSTEIL1,PLZ1,HNR_GE_AB,HNR_GE_BIS,HNR_UG_AB,HNR_UG_BIS,TERMIN001,TERMIN002,TERMIN003
10796,Sperrmüll,Heinrich-Schneiders-Str.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10811,Sperrmüll,Heinrich-Winand-Weg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10826,Sperrmüll,Hermann-Milde-Str.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10841,Sperrmüll,Hinsenkampstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10856,Sperrmüll,Hinter Hoben,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10871,Sperrmüll,Hittorfstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10886,Sperrmüll,Im Dottenberg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10901,Sperrmüll,Im Kirchenbenden,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10916,Sperrmüll,Im Maigarten,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10931,Sperrmüll,Im Sonnenpütz,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-26,2025-06-16,2025-07-11
10946,Sperrmüll,In der Raste,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
10961,Sperrmüll,Kallenweg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-26,2025-06-16,2025-07-11
10976,Sperrmüll,Karl-Barth-Str.,Dottendorf,53129,2.0,14.0,1.0,55.0,2025-05-03,2025-06-18,2025-11-11
10991,Sperrmüll,Karl-Barth-Str.,Dottendorf,53129,16.0,9998.0,57.0,9999.0,2025-05-03,2025-06-18,2025-11-11
11006,Sperrmüll,Kessenicher Str.,Dottendorf,53129,2.0,32.0,1.0,33.0,2025-02-26,2025-06-16,2025-07-11
11021,Sperrmüll,Kessenicher Str.,Dottendorf,53129,178.0,208.0,175.0,199.0,2025-02-24,2025-06-17,2025-10-11
11036,Sperrmüll,Kessenicher Str.,Dottendorf,53129,34.0,176.0,35.0,173.0,2025-02-24,2025-06-17,2025-10-11
11051,Sperrmüll,Kessenicher Str.,Dottendorf,53129,210.0,9998.0,201.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11066,Sperrmüll,Langwartweg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11081,Sperrmüll,Loki-Schmidt-Platz,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11096,Sperrmüll,Mönkemöllerstr.,Dottendorf,53129,2.0,16.0,1.0,11.0,2025-02-24,2025-06-17,2025-10-11
11111,Sperrmüll,Mönkemöllerstr.,Dottendorf,53129,18.0,9998.0,13.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11126,Sperrmüll,Oberer Lindweg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-05-03,2025-06-18,2025-11-11
11141,Sperrmüll,Oeliedenweg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11156,Sperrmüll,Pleimesstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11171,Sperrmüll,Quirinstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11186,Sperrmüll,Quirinusplatz,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11201,Sperrmüll,Rochusweg,Dottendorf,53129,2.0,18.0,1.0,9.0,2025-02-24,2025-06-17,2025-10-11
11216,Sperrmüll,Rochusweg,Dottendorf,53129,20.0,9998.0,11.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11231,Sperrmüll,Schüllerweg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11246,Sperrmüll,Servatiusstr.,Dottendorf,53129,2.0,104.0,1.0,27.0,2025-05-03,2025-06-18,2025-11-11
11266,Sperrmüll,Servatiusstr.,Dottendorf,53175,106.0,9998.0,29.0,9999.0,2025-05-03,2025-06-18,2025-11-11
11285,Sperrmüll,Siegweg,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11300,Sperrmüll,Stephanstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-05-03,2025-06-18,2025-11-11
11315,Sperrmüll,Urstadtstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-26,2025-06-16,2025-07-11
11330,Sperrmüll,Villenstr.,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11345,Sperrmüll,Wasserland,Dottendorf,53129,2.0,9998.0,1.0,9999.0,2025-02-24,2025-06-17,2025-10-11
11360,Sperrmüll,Winzerstr.,Dottendorf,53129,2.0,60.0,1.0,67.0,2025-02-24,2025-06-17,2025-10-11
11375,Sperrmüll,Winzerstr.,Dottendorf,53129,62.0,86.0,69.0,105.0,2025-02-24,2025-06-17,2025-10-11
11390,Sperrmüll,Winzerstr.,Dottendorf,53129,88.0,9998.0,107.0,9999.0,2025-04-02,2025-08-07,2025-09-12
11405,Sperrmüll,Alfterer Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11420,Sperrmüll,Alfterer Str.,Dransdorf,53121,,,,,2025-04-02,2025-05-23,2025-07-10
11435,Sperrmüll,Am Kettelerplatz,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11450,Sperrmüll,An der Dransdorfer Burg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11465,Sperrmüll,An der Schwarzen Brücke,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11480,Sperrmüll,Auf dem Dransdorfer Berg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11495,Sperrmüll,Auf der Koppel,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11510,Sperrmüll,Bendenweg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11525,Sperrmüll,Bergiusstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11540,Sperrmüll,Bunsenstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11555,Sperrmüll,Carl-Duisberg-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11570,Sperrmüll,Carmen-Sylva-Weg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11585,Sperrmüll,Elisabeth-Enseling-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
11600,Sperrmüll,Euskirchener Bahnweg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11615,Sperrmüll,Fraunhoferstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11630,Sperrmüll,Gerhart-Hauptmann-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11645,Sperrmüll,Grootestr.,Dransdorf,53121,2.0,50.0,1.0,59.0,2025-01-27,2025-09-05,2025-09-22
11660,Sperrmüll,Grootestr.,Dransdorf,53121,74.0,9998.0,103.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11675,Sperrmüll,Grootestr.,Dransdorf,53121,52.0,72.0,61.0,101.0,2025-01-27,2025-09-05,2025-09-22
11690,Sperrmüll,Haberstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11705,Sperrmüll,Hans-Sachs-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11720,Sperrmüll,Hölderlinstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11735,Sperrmüll,Im Dransdorfer Feld,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11750,Sperrmüll,Im Haeringsthal,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11765,Sperrmüll,Im Uhlengarten,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11780,Sperrmüll,Justus-von-Liebig-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11795,Sperrmüll,Justus-von-Liebig-Str.,Dransdorf,53121,,,,,2025-04-02,2025-05-23,2025-07-10
11810,Sperrmüll,Klara-M.-Faßbinder-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11825,Sperrmüll,Kleine Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11840,Sperrmüll,Kleingartenstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11855,Sperrmüll,Kolpingstr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11870,Sperrmüll,Lambertusweg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
11885,Sperrmüll,Lenaustr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11900,Sperrmüll,Maximilian-Kolbe-Brücke,Dransdorf,53119,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
11915,Sperrmüll,Meßdorfer Str.,Dransdorf,53121,2.0,80.0,1.0,109.0,2025-07-02,2025-05-26,2025-08-10
11930,Sperrmüll,Meßdorfer Str.,Dransdorf,53123,200.0,254.0,163.0,189.0,2025-07-02,2025-05-26,2025-08-10
11945,Sperrmüll,Meßdorfer Str.,Dransdorf,53123,,,,,2025-07-02,2025-05-26,2025-08-10
11960,Sperrmüll,Meßdorfer Str.,Dransdorf,53123,256.0,9998.0,191.0,9999.0,2025-07-02,2025-05-26,2025-08-10
11975,Sperrmüll,Meßdorfer Str.,Dransdorf,53123,82.0,198.0,111.0,161.0,2025-07-02,2025-05-26,2025-08-10
11990,Sperrmüll,Mörikestr.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
12005,Sperrmüll,Pfarrer-Schneider-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
12020,Sperrmüll,Robert-Kirchhoff-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12035,Sperrmüll,Roisdorfer Weg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12050,Sperrmüll,Römerweg,Dransdorf,53121,2.0,34.0,1.0,15.0,2025-04-02,2025-05-23,2025-07-10
12065,Sperrmüll,Römerweg,Dransdorf,53121,36.0,9998.0,17.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12080,Sperrmüll,Saime-Genc-Ring,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
12095,Sperrmüll,Siemensstr.,Dransdorf,53121,2.0,106.0,1.0,151.0,2025-04-02,2025-05-23,2025-07-10
12115,Sperrmüll,Siemensstr.,Dransdorf,53121,108.0,208.0,153.0,211.0,2025-04-02,2025-05-23,2025-07-10
12130,Sperrmüll,Siemensstr.,Dransdorf,53121,210.0,9998.0,213.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12145,Sperrmüll,Vorgebirgsbahnweg,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12160,Sperrmüll,Wolfgang-Paul-Str.,Dransdorf,53121,2.0,9998.0,1.0,9999.0,2025-01-27,2025-09-05,2025-09-22
12175,Sperrmüll,Am Dörnchen,Dransdorf (HA),53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12190,Sperrmüll,An der alten Stadtgärtnerei,Dransdorf (HA),53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12205,Sperrmüll,An der Dransdorfer Mühle,Dransdorf (HA),53121,2.0,9998.0,1.0,9999.0,2025-04-02,2025-05-23,2025-07-10
12220,Sperrmüll,Auf dem Tonnenpfad,Dransdorf (HA),53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
12235,Sperrmüll,Alte Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12250,Sperrmüll,Alter Heerweg,Duisdorf,53123,2.0,20.0,1.0,37.0,2025-11-02,2025-05-27,2025-09-10
12265,Sperrmüll,Alter Heerweg,Duisdorf,53123,22.0,62.0,39.0,71.0,2025-07-02,2025-05-26,2025-08-10
12280,Sperrmüll,Alter Heerweg,Duisdorf,53123,64.0,9998.0,73.0,9999.0,2025-07-02,2025-05-26,2025-08-10
12295,Sperrmüll,Alter Römerweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12310,Sperrmüll,Am Bruch,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
12325,Sperrmüll,Am Burgweiher,Duisdorf,53123,16.0,54.0,29.0,61.0,2025-11-02,2025-05-27,2025-09-10
12340,Sperrmüll,Am Burgweiher,Duisdorf,53123,,,,,2025-11-02,2025-05-27,2025-09-10
12355,Sperrmüll,Am Burgweiher,Duisdorf,53123,56.0,9998.0,63.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12370,Sperrmüll,Am Burgweiher,Duisdorf,53123,2.0,14.0,1.0,27.0,2025-11-02,2025-05-27,2025-09-10
12385,Sperrmüll,Am Dichbach,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12400,Sperrmüll,Am Schickshof,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12415,Sperrmüll,Am Sennertspfad,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12430,Sperrmüll,Am Wesselpütz,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12445,Sperrmüll,An der Burg Medinghoven,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12460,Sperrmüll,An der Kurfürstenquelle,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12475,Sperrmüll,Anton-Mai-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12490,Sperrmüll,Auf der Erk,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
12505,Sperrmüll,Auf der Urdel,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12520,Sperrmüll,Augustinusstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
12535,Sperrmüll,Bahnhofstr.,Duisdorf,53123,2.0,8.0,3.0,11.0,2025-11-02,2025-05-27,2025-09-10
12550,Sperrmüll,Bahnhofstr.,Duisdorf,53123,10.0,32.0,13.0,33.0,2025-11-02,2025-05-27,2025-09-10
12565,Sperrmüll,Bahnhofstr.,Duisdorf,53123,62.0,9998.0,99.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12580,Sperrmüll,Bahnhofstr.,Duisdorf,53123,34.0,60.0,35.0,97.0,2025-11-02,2025-05-27,2025-09-10
12595,Sperrmüll,Basketsring,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
12610,Sperrmüll,Beckstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
12625,Sperrmüll,Billrothstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12640,Sperrmüll,Blaumeisenweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12655,Sperrmüll,Briandstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12670,Sperrmüll,Brunnenstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
12685,Sperrmüll,Buchfinkenweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12700,Sperrmüll,Buntspechtweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12715,Sperrmüll,Buschackerweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12730,Sperrmüll,Carl-Schurz-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12745,Sperrmüll,Clara-Viebig-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
12760,Sperrmüll,Dachsweg,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12775,Sperrmüll,De-Gasperi-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12790,Sperrmüll,Delpstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
12805,Sperrmüll,Derlestr.,Duisdorf,53123,2.0,40.0,,,2025-11-02,2025-05-27,2025-09-10
12825,Sperrmüll,Derlestr.,Duisdorf,53123,42.0,9998.0,,,2025-12-02,2025-02-06,2025-10-27
12840,Sperrmüll,Distelfinkweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12855,Sperrmüll,Edith-Stein-Anlage,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
12870,Sperrmüll,Eichhörnchenweg,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12885,Sperrmüll,Einsteinstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12900,Sperrmüll,Einsteinstr.,Duisdorf,53123,,,,,2025-10-02,2025-05-28,2025-10-10
12915,Sperrmüll,Ettighofferstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
12930,Sperrmüll,Europaring,Duisdorf,53123,2.0,52.0,1.0,63.0,2025-12-02,2025-02-06,2025-10-27
12945,Sperrmüll,Europaring,Duisdorf,53123,54.0,78.0,65.0,169.0,2025-12-02,2025-02-06,2025-10-27
12960,Sperrmüll,Europaring,Duisdorf,53123,80.0,88.0,,,2025-12-02,2025-02-06,2025-10-27
12975,Sperrmüll,Europaring,Duisdorf,53123,90.0,9998.0,171.0,9999.0,2025-12-02,2025-02-06,2025-10-27
12990,Sperrmüll,Ferdinand-Porsche-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
13005,Sperrmüll,Finkenhof,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13020,Sperrmüll,Flemingstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13035,Sperrmüll,Fontainengraben,Duisdorf,53123,2.0,148.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13050,Sperrmüll,Fontainengraben,Duisdorf,53123,150.0,9998.0,,,2025-10-02,2025-05-28,2025-10-10
13065,Sperrmüll,Freiligrathstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13080,Sperrmüll,Fritz-Bauer-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13095,Sperrmüll,Fuchsweg,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13110,Sperrmüll,Gellertstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13125,Sperrmüll,Gerberaweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
13140,Sperrmüll,Geschwister-Scholl-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13155,Sperrmüll,Goerdelerstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13170,Sperrmüll,Gottfried-Kinkel-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13185,Sperrmüll,Grasmückenweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13200,Sperrmüll,Grimmgasse,Duisdorf,53123,2.0,30.0,1.0,29.0,2025-11-02,2025-05-27,2025-09-10
13215,Sperrmüll,Grimmgasse,Duisdorf,53123,32.0,9998.0,31.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13230,Sperrmüll,Gutenbergstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13245,Sperrmüll,Hasenweg,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13260,Sperrmüll,Haubenlerchenweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13275,Sperrmüll,Heilsbachstr.,Duisdorf,53123,2.0,4.0,,,2025-11-02,2025-05-27,2025-09-10
13290,Sperrmüll,Heilsbachstr.,Duisdorf,53123,6.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13305,Sperrmüll,Helmholtzstr.,Duisdorf,53123,2.0,18.0,1.0,13.0,2025-10-02,2025-05-28,2025-10-10
13320,Sperrmüll,Helmholtzstr.,Duisdorf,53123,20.0,38.0,,,2025-10-02,2025-05-28,2025-10-10
13335,Sperrmüll,Helmholtzstr.,Duisdorf,53123,40.0,9998.0,15.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13350,Sperrmüll,Henri-Spaak-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13365,Sperrmüll,Hinter Aue,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13380,Sperrmüll,Hüttenweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13395,Sperrmüll,Igelweg,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13410,Sperrmüll,Iltisweg,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13425,Sperrmüll,Im Ahlgasserfeld,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13440,Sperrmüll,Im Burgacker,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13455,Sperrmüll,Im Göseler,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13470,Sperrmüll,Im grünen Winkel,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
13485,Sperrmüll,Im Mühlenfeld,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13500,Sperrmüll,In der Dehlen,Duisdorf,53125,2.0,9998.0,1.0,9999.0,2025-02-13,2025-03-06,2025-10-28
13515,Sperrmüll,Johanna-Kirchner-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13530,Sperrmüll,Josef-Böcker-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13545,Sperrmüll,Josef-Wirmer-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13560,Sperrmüll,Julius-Leber-Str.,Duisdorf,53123,6.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13580,Sperrmüll,Julius-Leber-Str.,Duisdorf,53123,2.0,4.0,,,2025-02-14,2025-04-06,2025-10-29
13600,Sperrmüll,Kannheideweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13615,Sperrmüll,Karl-Leisner-Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
13630,Sperrmüll,Katharinenstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13645,Sperrmüll,Kirchplatz,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13660,Sperrmüll,Kirchweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13675,Sperrmüll,Klarastr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13690,Sperrmüll,Klosterstr.,Duisdorf,53123,2.0,8.0,1.0,15.0,2025-10-02,2025-05-28,2025-10-10
13705,Sperrmüll,Klosterstr.,Duisdorf,53123,10.0,9998.0,17.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13720,Sperrmüll,Königsberger Weg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13735,Sperrmüll,Konrad-Adenauer-Damm,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13750,Sperrmüll,Köslinstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13765,Sperrmüll,Kragstr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-12-02,2025-02-06,2025-10-27
13780,Sperrmüll,Kuckucksweg,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13795,Sperrmüll,Küstriner Str.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-10-02,2025-05-28,2025-10-10
13810,Sperrmüll,Ladestr.,Duisdorf,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
13825,Sperrmüll,Lessenicher Str.,Duisdorf,53123,,,1.0,9.0,2025-11-02,2025-05-27,2025-09-10
